how to achieve sequential processing	spring security permission	java,spring-mvc,spring-security
what causes wpf listcollectionview that uses custom sorting to re sort its items 	.net,wpf,sorting
using sqlalchemy sql with declarative orm	sqlalchemy
drupal trying to print primary links with children having hard time	drupal
python try catch else without handling the exception possible 	python,exception,try-catch
how to load page portlet on weblogic through ajax	ajax,jsf,weblogic,portlet
facebook page iframe tab form is not appearing	javascript jquery keyboard hijack problem	no output from xpath using nokogiri	xpath,nokogiri
why doesn border style double render 	css
how to structure large php applications	php,architecture
difficulties configuring opencv library in visual 	c++,visual-studio,visual-studio-2010,visual-c++,opencv
how can an isp append index jsp to url type in my browser	redirect,browser-cache,isp
multilingual site and views	drupal,drupal-7,drupal-modules,drupal-views,translate
programmatically send username password to apache web server	apache,http,authentication
error when reading an xml with javascript from different server	javascript,xml,xmlhttprequest
how can convert an uploaded image of rgb format to cmyk format in net 	how to update display in opengl during processing 	how to use load in jquery to load page and refresh on same page 	jquery,ajax
the vm could not be imported the end of the file was reached prematurely	xenserver
how to remove underline on link 	html,css
what to use in ios as drop down list	how to tweak expansion of glossary entry in section chapter title and toc 	table-of-contents,glossaries
iptables logging packets coming from the outside world	networking,security,iptables,logging,tcpdump
adding html spans into labelfor mvc 	asp.net-mvc-3
animated div panel	jquery,css,div
mechanize mechanize formnotfounderror no form matching name 	gwt app deployed in app engine does not render properly with chome and ie but in firefox its ok 	google-app-engine,gwt
 jobname character codes and detokenize 	tex-core
read in lines of an input stream and print in reverse order without using array or list type structure 	java,bufferedreader
animate uiview while being dragged	iphone,ios,animation,uiview,uipangesturerecognizer
alert for reminding the user to rate the app	does android support jdbc	php notice undefined index even using isset	php,function,isset
search for value in datagridview in column	c#,winforms,datagridview,datagridviewcolumn
warning ipython history requires sqlite your history will not be saved	python,sqlite3,ipython,pysqlite
understanding exactly when data table is reference to vs copy of another data table	how to disable the hover event when hover over the text inside the image 	javascript,jquery
how am able to post status on my website members facebook profiles 	semi positive definiteness of square root of specific matrix product	how to force hibernate to load data from database 	css to stop text wrapping under image	css
viewing xml as html	searching an array for string	ios
mdadm change raid chunk size and switch to far layout	ubuntu-10.04,software-raid,mdadm,raid10
creating and adding events and tasks from android ginger bread supported phones	ios help how to browse for files and attach it on my app 	iphone,objective-c,ios,ios5,objective-c-2.0
blackberry phonegap app throws class not found error on os device	phonegap,blackberry,cordova
javascript stopplay not working for swf	javascript,html,swf
when to dispatch release 	iphone,objective-c,memory-management,grand-central-dispatch
msbuild changing project references to file binary references	visual-studio-2010,xpath,ant,msbuild,xmltask
who is the observer and who is the observable 	php,observer-pattern
cakephp creating new record always has id of and overwrites existing	php,cakephp
position fixed div disappearing on zoom level more than in ie 	html,css,internet-explorer-7,zoom,position-fixed
monad in plain english for the oop programmer with no fp background 	oop,functional-programming,monads
how to access an adsl modem router in bridged mode 	home-network,static-routes,autoforwarding,bridge-router
how do make privileged port non privileged in redhat 	redhat,port
avoid enter key submit for form ajax using jquery	heroku something went wrong 	webkit horizontal flexbox tabbing and scrolling	webkit,flexbox,tabbing
is there way can replicate http traffic to redundant server 	asp.net,sql-server,proxy
how to handle null in linq subquery 	vb.net,linq,linq-to-sql,null
jquery get current element html	java week count for previous month	java,calendar
how much does an cgaffinetransformmakerotation cost 	are there any medium sized web applications built with cgi application that are open sourced 	perl,cgi-application
how to find if bilinear form is coercive 	pde
change dpi of an image in opencv	how to compare more than two strings in java 	how to specify base dir then we run ant like ant somedir dir build xml	java,ant
closing all processes holding given port from shell	slick effect using css on hover	css,css3,sass,less,box-shadow
how to make video using images and audio file in php	php,javascript,html,codeigniter
gui moving from config file to ui where to start 	language-agnostic,user-interface,methodology
c fastest cin for reading stdin 	c++,performance
how to remove duplicated values in people search box webpart fast search 	2010,search,fast-search,people-search,fast-for-sharepoint
is it crazy to use azure for intranet site containing sensitive data	iphone os current usage statistics esp vs 	what the meaning of this sql statement 	sql,sql-server,tsql
how can search word in git repo over the whole history 	nsfilemanager moveitematpath issue	iphone,nsfilemanager
how to sync css animations across multiple elements 	animation,webkit,css3
is data bytestring lazy append lazy 	haskell
how to get xml code of webpage that is opened in ie without using webrequest 	block read data for period of time	accumlation error revisit	verify my interpretation of this python code snippet is correct	python,code-snippets
thought experiment for dice game	probability,probability-theory,dice
how to draw dotted rectangle marquee on iphone 	objective-c,iphone,xcode,core-graphics
dell streak update for android to 	android,dell
grails is interpreting zip in my repo as plugin though it is not actually plugin	work with sql server accounts 	c#,asp.net-mvc-3,sql-server-2008,sql-server-2005,authentication
aws instance hung waiting for ssl passphrase any way around this 	ssh,amazon-web-services
android setting maxheight parameter programmatically for progressbar seekbar	android,view,progress-bar,seekbar
facebook fb canvas setsize not working	facebook,resize
system library call causes processor loading	activerecord find record by habtm references	ruby-on-rails,activerecord
is there text editor that displays file in more than one column	text-editor,multiple-columns
centralized backup method recommendation for smes with various oses	google chrome find tab extension	google-chrome,google-chrome-extensions
drupal logged in status message 	drupal,drupal-6
jquery change normal div content on drop of draggable div 	jquery,drag-and-drop,draggable
using or statement when using mongomapper	ruby,ruby-on-rails-3,mongodb,mongomapper
how to deal with multiple sub type of one super type in django admin	django,django-admin,inlines
import private key and certificate into tomcat 	ruby openssl lib why does aes cbc decrypting gives readable data without the correct iv 	ruby,openssl,aes
 generate records competing with real ptr records	dns,bind,ptr-record
checking for unique values from mysql db	c#,asp.net,mysql
benefit of razor client template	.net,asp.net-mvc-3,razor
how to use tlbimp exe keycontainer switch 	blowfish decode from string	how to create movable background with cocos	cocos scroll layer on sprite drag	cocos2d-iphone,camera
can msbuild exclude hidden web deploy parameters from the generated setparameters xml 	visual-studio-2010,msbuild,msdeploy,webdeploy
windows sharepoint service wss search issue	sharepoint
set proxy data for an app	.net,proxy,httpwebrequest
how can check tcp connection status when keep alive 	mule
content management for static pages	cms
formatting getdate javascript	javascript,getdate
an arithmetic sequence of positive logarithms	homework,algebra-precalculus
how insert silverlight dll into wpf application	c#,wpf,silverlight,dll
need help with css tabs border color	css
excel conditional hyperlink outputs the hyperlink for both conditions	jenkins with github and oauth stuck in redirect loop on login	oauth,github,hudson,jenkins,github-api
dbunit doesn reset sequences	java,hibernate,spring,junit,dbunit
installing net under ubuntu 	.net-framework,linux,ubuntu,mono
java generics compareto and capture of 	java,generics,comparable
what does type type means using gettype tostring 	c#,types,tostring,gettype
how to set graphic info template	c#,javascript,html
getting an external list of ip and turning in to variable dic in python	can you look sample texture in vertex shader 	hlsl,direct3d11
python eval executing enviroment	python,eval,exec
url problems with swfaddress mod rewrite and seo	php,mod-rewrite,seo,uri,swfaddress
what is src directory created by eclipse 	java,eclipse,source-code,project,new-project
getting concurrent modifiraction exception where is the prob lem code 	java,swing,concurrentmodification
uiwebview download links	objective-c,ios,uiwebview
how to avoid global variables in javascript 	javascript,global-variables
how to determine if lcd monitor is turned on from linux command line	linux,command-line
right mouse button in image disabling first click mouse events outside of image	delphi,delphi-2007,delphi-xe3,graphics32
java filesystem api error while modifying jar on windows mapped drive readonlyfilesystemexception 	opengl es loading dynamic textures	android,opengl-es,loading,opengl-es-2.0,textures
can not understand load returned by sysinfo	visual profiler not giving meaningful results	c,multithreading,visual-studio-2010,profiler
sample size of population	algebra to html converter	trying spring security with jersey what is wrong with my security context xml file 	java,spring,spring-security,jersey
url rewrite not working on my wamp please help me for this	.htaccess,url-rewriting,rewrite
programatically calculate memory occupied by java object including objects it references	java,memory-management
calling function in controller from class objective 	iphone,objective-c
asp net view pdf	asp.net,pdf
wsh shell run executes wrong scripting host engine 	php strange error possible object syntax problem 	php,mysql,php5
templated copy constructor fails with specific templated type	what configuration changes do you make to new tomcat installation 	configuration,tomcat,java
changing the hash of file in ubuntu	ubuntu,bash
how to use highcharts drupal module	drupal,highcharts,views
escaping single quote from json data no solution working	php,json
preserve jsf messages between ajax calls	java,ajax,jsf,richfaces
new android project in monogame error	android,visual-studio-2010,monogame
can make php calles without needing http web sever in local client application 	php,function,local
storing temp values in session array to use in mysql query	php,mysql,session
all exe getting vlc exe on windows 	windows-7,vlc
find and replace with notepad 	html,regex,replace,find,notepad++
read write image in java	checkbox not responding inside update panel 	c#,asp.net-ajax,checkbox,updatepanel
problem with tab selecting in jquery	jquery,html,tabs
is the set of all definable subsets of the natural numbers recursively enumerable 	logic,set-theory
checklist for web site programming vulnerabilities	security,defensive-programming
how can get rid of unwanted attributes in serialized xml 	c#,.net,xml-serialization
is is possible to create mongodb indexes that are not sorted 	php,mongodb
erlang otp o few interesting questions	erlang,binary,ports,otp,telephone
what the right event in which to call ajax in jquery mobile 	jquery-mobile,phonegap
memory handling in windows application	c#,winforms,memory-management
get event click link in webview android	android,webview
how wcf decides when return soap or json depending on the request 	wcf,json,http,rest,wcf-rest
connecting java to database 	java,jdbc
dots in linux output	linux,bash
how do you use compressed audio for soundeffects on windows phone 	not able to get scheduledactionservice launchfortest method in visual studio 	how to load an other image if the current image loads slow 	javascript
shall the db connectionstring within web config be encrypted when using azure cloud 	asp.net,silverlight,iis,azure,connection-string
can pass url from xml data to different class	ios,pointers,xml-parsing,null,nsurl
mootools background changing	how to configure mongoid on heroku 	ruby-on-rails,mongodb,heroku,mongoid
recommend guide to catching plugin errors please 	fetchmail sendmail procmail alternative	email,emailserver,sendmail,procmail,fetchmail
objective performselectorinbackground s detachnewthreadselector 	objective-c,multithreading,pthreads,nsthread
media queries not working in chrome but works on iphone	css,google-chrome,media-queries
reducing complete problem to np problem	computational-complexity
how to filter rows with null refrences in google app engine db	google-app-engine,gae-datastore
applying borders to single table cell when using border collapse	css,table,border
how to totally fork shell command that is using redirection	bash,scripting,nohup,fork
autoit find window under mouse pointer	autoit
performance profile shows huge jit compiler load	c#,performance,compiler,jit
how can open an iframe on the asp page behind my silverlight application without it being visible	asp.net,silverlight,silverlight-4.0,iframe,mvvm
anyone knows web stress testing tool capable to not follow redirects	remove default open with setting	lag in mcx workgroup manager controlled macs	macosx,macosxserver,afp,opendirectory,mcx
cannot parse php code into html file since update 	 without namespace	c++,namespaces
can we embed x eta canonically in x 	algebraic-geometry,schemes,morphism
influence button layout according to screen orientation without separate layout files	how are the validation exceptions caught shown by jsf 	java,jsf,java-ee,bean-validation
split string based on regex	unauthorized db lock type 	html fonts look jagged photoshop vs html css version	css,fonts,size
not able to run doxygen script through my xcode 	iphone,ios,xcode,doxygen,documentation-generation
show that a a ldots is not dense in ell infty 	function exists php	issues changing default version when updating python on mac	osx,python
is it good idea to verify email address of new users on ecommerce websites 	php,asp.net,security,e-commerce
write multiple labels from sql database	sql,sql-server,vb.net,labels
uncaught typeerror cannot call method gettitleid of undefined	jquery,jquery-ui,wordpress-plugin
unable to pause activity failure saving state	android,android-fragments
google appengine jdo persistence fk arrays	google-app-engine,foreign-keys,key,jdo,unsupported
launch thickbox onload instead of click	is there plugin method to make trillian reconnect immediately on connectivity loss 	networking,trillian
testing dynamic initial states with factorygirl and statemachine	ruby-on-rails,testing,activerecord,factorygirl,statemachine
toggle several divs	how do you integrate tdd approach with visualstudio 	how to call an instance of another jpanel in jscrollpane	java,swing,jpanel,jscrollpane,mouseclick-event
wcf issues on iis	wcf,iis
removing tag from rewrite rule that looks like this 	tags,rewrite,rule
two weighted coins determining which has higher probability of landing heads	is left shifting signed integer undefined behavior in 	c++,language-lawyer,shift
linq pass null to where clause	linq
jlist data addition for if statements	java,swing,netbeans,jlist
reading resources needed for transaction management in net	steps required to set up new website using apache after purchase of domain name 	domain,apache2,website
birt how to format default date parameter as yyyy mm dd	reporting,birt
calculating distances between multiple sources and targets using pgrouting	distance,shortest-path
error creating jbuttons in an array	java,arrays,swing,jbutton
git based package manager installer for linux	linux,package-management,distribution-choice,distros,git
what the practical definition of software programming framework 	frameworks,terminology
programmatically parse and edit source files	c++,parsing,source-code
help with sql multiple results in one result help with application limitations	tsql,query,results,limitations
xcode parsing rss xml with images issue	xcode,uitableviewcell,xml-parsing,uiimageview,nsdata
what languages provide the use of object literals 	programming-languages,object-literal
is equinumerous to mathbb omega 	elementary-set-theory
simulate header click in datagridview	regex compiletoassembly how to set dll file location	.net,regex,f#
how to apply external css to html helper class elements 	asp.net-mvc-3,css3,external,html-helper
does this situation call for well specified associations single table inheritance or polymorphic association 	web-applications,database-design,ruby-on-rails,object-oriented-design,modeling
java implementing repeat until no change collection	java,algorithm,collections
make enter key behave like tab key in javascript	is there any framework that allows me to develop applications for qt and gtk 	gui,qt,frameworks,gtk
about eof and reader writer synchronization 	c++,file,io,eof,read-write
how to extract functions call graph from visual basic file 	.net,vb.net,reverse-engineering,legacy-code
change the selected index of listbox after every seconds using threading	c#,.net,winforms,multithreading,timer
get the index in multidimensional class	c#,.net
cocoa touch upsidedown buttons and text	cocoa-touch,uikit
javascript new function call with mootools	windows server rds solution for remote employees	delete white spaces in textbox when copy pasted with jquery	javascript,jquery,asp.net-mvc,asp.net-mvc-3
how to get back the bookmark toolbar in firefox 	firefox,bookmarks
laptop disconnects from wifi randomly repair option in windows xp pro edition fixes the problem everytime	windows-xp,internet,wireless-networking,repair,connection
dynamic image resize plugin does not output anything	images,image-size,image-resize
persist java util properties with hibernate 	how do connect an objectdatasource listview and datapager 	asp.net,listview,objectdatasource
when should use java in my coldfusion application 	java,coldfusion
return function crash openssl	c++,function,openssl
is it possible to restore mssql enterprise database on amssql standard server	sql-server,sql-server-2005
minimize window animation but for ios 	ios,uiview,core-animation
git push clarification what gets pushed 	git,git-push
sufficient and necessary conditions for semi continuous functions	does webbrowser documentcompleted occurs on the same thread as the one that calls navigate 	c#,.net
group records get size of each group in rails	oracle search problem with georgian symbols	how to load data in extjs form from database using jsp	json,jsp,extjs3
prove lim to infty int x inx dx 	php warning stream socket client failed to enable crypto 	php
undefined symbols for architecture 	iphone,objective-c,xcode
can the point have longer history	emacs
local positioning system lps as opposed to gps 	gps,ip
problem with invite users through facebook 	c#,javascript,asp.net,facebook,facebook-connect
update table without using cursor and on date	git can commit file even though ve resolved the conflict	rendering newsfeed as per facebook user interface	php,css,facebook,facebook-graph-api
php spider breaks in middle domdocument xpath curl help needed	php,curl,xpath,domdocument,spider
how iterator remove method actually remove an object	java,loops,collections,iterator
login database failed	php,login,phpmyadmin,registration
why is the quotient map sl mathbb to sl mathbb p mathbb is surjective 	abstract-algebra,group-theory,ring-theory,linear-groups
three menus parent child sibling	how get the real user ip address 	django,geoip
client server architecture	c#,client-server
how to get the name of the file 	c#,winforms
how to resize directx window efficiently 	why skb transport header does not calculate correctly 	c++,c,linux-kernel,netfilter
need advice converting category assignments to custom post meta values	sse and hyper threading	database schema error	problem in formating usb drive on mac os x	cardinality of the set 	on click on mouse over sound effect jquery	jquery,audio,onmouseover
preventing sprites with random positions from overlapping in cocos d	objective-c,cocos2d
sencha touch share events between the views and controllers	sencha-touch-2
spring mvc exceptionhandler with responsebody	java,spring,spring-mvc
fixing permute output	php,permutation
own matrix class multiply operator	how can see only the items from database table whice have certain id 	android,database,table,adapter
jquery tabbed problem	jquery,navigation,hyperlink,tabbed
cross domain tracking wordpress google analytics	wordpress,google-analytics
why is phpunit in hudson ci using my localhost path and my actual filepath 	php,unit-testing,continuous-integration,hudson,phpunit
